tool,sample,nb_of_samples,recalls_wrt_truth_probes,ref,tool_and_ref
Pandora illumina no denovo,063_STEC,12,0.8566681435533895,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,063_STEC,12,0.8712893221089942,PRG,Pandora illumina with denovo / PRG
Snippy,063_STEC,12,0.8976517501107665,LF82,Snippy / LF82 (NC_011993.1)
Snippy,063_STEC,12,0.9335400974745236,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,063_STEC,12,0.7959680992467878,C4,Snippy / C4 (CP010121.1)
Snippy,063_STEC,12,0.7377049180327869,EcRV308Chr,Snippy / EcRV308Chr (NZ_LM995446.1)
Snippy,063_STEC,12,0.940629153743908,NCTC_13441,Snippy / NCTC_13441 (NZ_LT632320.1)
Snippy,063_STEC,12,0.773593265396544,MRSN346595,Snippy / MRSN346595 (NZ_CP018109.1)
Snippy,063_STEC,12,0.8890119627824545,CE10,Snippy / CE10 (NC_017646.1)
Snippy,063_STEC,12,0.8083739477182099,MRSN346647,Snippy / MRSN346647 (CP018206.1)
Snippy,063_STEC,12,0.8303057155516171,VR50,Snippy / VR50 (NZ_CP011134.1)
Snippy,063_STEC,12,0.9315463003987594,ST648,Snippy / ST648 (NZ_CP008697.1)
Snippy,063_STEC,12,0.7598582188746124,S21,Snippy / S21 (CP010230.1)
Snippy,063_STEC,12,0.9113867966326984,SMS-3-5,Snippy / SMS-3-5 (NC_010498.1)
Snippy,063_STEC,12,0.8225520602569782,09-00049,Snippy / 09-00049 (NZ_CP015228.1)
Snippy,063_STEC,12,0.9140451927337172,ECONIH1,Snippy / ECONIH1 (NZ_CP009859.1)
Snippy,063_STEC,12,0.9463890119627824,EC958,Snippy / EC958 (NZ_HG941718.1)
Snippy,063_STEC,12,0.807487815684537,UMN026,Snippy / UMN026 (CU928163.2)
Snippy,063_STEC,12,0.9470536109880372,S88,Snippy / S88 (NC_011742.1)
Snippy,063_STEC,12,0.7483385024368631,H7,Snippy / H7 (CP010171.1)
Snippy,063_STEC,12,0.7445724412937528,W3110,Snippy / W3110 (NC_007779.1)
Snippy,063_STEC,12,0.8941072219760744,NGF1,Snippy / NGF1 (NZ_CP016007.1)
Snippy,063_STEC,12,0.7410279131590607,Y5,Snippy / Y5 (NZ_CP013483.1)
Snippy,063_STEC,12,0.7820115197164378,C1,Snippy / C1 (CP010116.1)
Snippy,063_STEC,12,0.7472308373947718,S1,Snippy / S1 (CP010226.1)
Snippy,063_STEC,12,0.7459016393442623,H6,Snippy / H6 (CP010170.1)
Pandora illumina no denovo,CFT073,12,0.8873546511627907,PRG,Pandora illumina no denovo / PRG
Pandora illumina with denovo,CFT073,12,0.8885658914728682,PRG,Pandora illumina with denovo / PRG
Snippy,CFT073,12,0.8495639534883721,LF82,Snippy / LF82 (NC_011993.1)
Snippy,CFT073,12,0.9176356589147286,JJ1886,Snippy / JJ1886 (NC_022648.1)
Snippy,CFT073,12,0.7136627906976745,C4,Snippy / C4 (CP010121.1)
